origem,usuario,mensagem,data
BOT,leonardo.mendes,"O processo de pagamento ficou mais simples, ajudou muito.",2025-05-11 10:19:33
NPS,beatriz.silva,Os logs de auditoria ajudaram bastante.,2025-05-11 13:46:53
CSAT,patricia.teixeira,"Comecei a usar rapido, processo muito bom.",2025-05-11 14:23:26
BOT,laura.ferreira,O sistema duplica registros ao importar.,2025-05-11 15:13:40
BuzzMonitor,joao.martins,"Relatorios agora carregam rapido, excelente.",2025-05-11 15:26:37
BOT,juliana.oliveira,A conciliacao bancaria ficou bem melhor nessa versao. Preciso de retorno urgente.,2025-05-11 22:09:17
NPS,fernanda.mendes,A integracao gera erro ao sincronizar e para no meio.,2025-05-12 00:12:31
BuzzMonitor,beatriz.mendes,Preciso de auditoria e não encontro logs completos.,2025-05-12 03:45:55
NPS,leonardo.almeida,Importacao muito mais eficiente agora.,2025-05-12 12:31:03
CSAT,thiago.barbosa,"Nao carrega a tela inicial, fica em loading infinito. Ticket 13049.",2025-05-13 00:37:29
NPS,joao.barbosa,Recebi alerta de login suspeito e nao consegui bloquear.,2025-05-13 02:06:35
NPS,bruno.araujo,Onde vejo o log de auditoria?,2025-05-13 07:38:12
CSAT,bruno.almeida,Nao consigo atualizar meus dados de pagamento no sistema. Ticket 72084.,2025-05-13 13:20:01
CSAT,ana.araujo,Preciso de um relatorio de cobranca do mes. Ticket 30016.,2025-05-13 13:35:21
BuzzMonitor,isabela.ribeiro,Os dados do CRM estao vindo incompletos na integracao.,2025-05-13 15:40:47
BuzzMonitor,rafael.rocha,"A performance melhorou muito, ta voando.",2025-05-13 18:51:31
NPS,fernanda.lima,"Estou vendo lentidao em alguns horarios, e esperado?",2025-05-13 23:41:41
BOT,leonardo.pereira,Os dados do CRM estao vindo incompletos na integracao.,2025-05-14 03:40:32
CSAT,thiago.carvalho,Qual foi a causa da indisponibilidade de ontem?,2025-05-14 04:31:42
CSAT,rafael.mendes,As telas estao com lentidao em horario comercial.,2025-05-14 05:42:48
BuzzMonitor,mariana.barbosa,"A fatura veio com reajuste sem aviso, podem verificar?",2025-05-14 10:43:47
CSAT,rafael.oliveira,O bloqueio por IP facilitou nossa politica interna.,2025-05-14 16:18:09
BuzzMonitor,thiago.carvalho,Qual o prazo para emitir nota fiscal?,2025-05-15 00:25:52
BOT,isabela.ferreira,Tem SSO com Azure AD?,2025-05-15 02:22:09
BuzzMonitor,mario.silva,O onboarding foi confuso e faltou treinamento. Preciso de retorno urgente.,2025-05-15 02:54:55
NPS,carla.rocha,O fluxo de cadastro esta muito melhor.,2025-05-16 06:23:38
CSAT,fernanda.silva,A API esta retornando 401 mesmo com token valido.,2025-05-16 10:09:17
NPS,joao.silva,Quero entender como funciona o calculo de impostos. Preciso de retorno urgente.,2025-05-16 16:28:18
NPS,fernanda.araujo,"Nao carrega a tela inicial, fica em loading infinito.",2025-05-16 16:40:17
NPS,fernanda.souza,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-05-17 02:43:16
BOT,thiago.elias,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-05-17 10:04:00
NPS,patricia.pereira,Qual versao contem a correcao do problema?,2025-05-17 10:51:58
NPS,fernanda.elias,"Faltam campos no cadastro, isso atrapalha.",2025-05-17 11:27:08
CSAT,mariana.nascimento,O onboarding foi confuso e faltou treinamento.,2025-05-17 12:11:20
CSAT,mario.elias,Depois da ultima manutencao ficou bem mais estavel.,2025-05-17 12:22:13
NPS,camila.ferreira,A integracao com o ERP nao esta sincronizando.,2025-05-17 15:32:19
NPS,mariana.araujo,A experiencia de uso evoluiu muito.,2025-05-17 16:44:14
CSAT,isabela.barbosa,"A tela de cadastro ficou redonda, sem bugs.",2025-05-17 17:58:10
BuzzMonitor,bruno.lima,Qual politica de retencao de logs?,2025-05-17 19:05:39
BuzzMonitor,beatriz.souza,Os webhooks estao super estaveis agora. Preciso de retorno urgente.,2025-05-18 07:12:44
BOT,bruno.almeida,"O processo de pagamento ficou mais simples, ajudou muito.",2025-05-18 18:09:14
CSAT,juliana.almeida,Os webhooks estao super estaveis agora.,2025-05-18 23:21:46
CSAT,beatriz.ribeiro,O cancelamento foi cobrado mesmo depois de eu solicitar. Preciso de retorno urgente.,2025-05-19 15:53:24
NPS,diego.correa,Sinto falta de um relatorio mais completo.,2025-05-20 02:52:40
BuzzMonitor,juliana.souza,Recebi alerta de login suspeito e nao consegui bloquear.,2025-05-20 04:34:59
BOT,camila.correa,Importacao muito mais eficiente agora.,2025-05-20 06:23:02
BOT,rafael.almeida,Existe cache para relatorios?,2025-05-20 12:19:44
CSAT,beatriz.silva,As mensagens de erro não explicam o que fazer.,2025-05-20 12:24:09
CSAT,rafael.nascimento,Qual o passo a passo recomendado para comecar?,2025-05-20 12:33:30
CSAT,isabela.almeida,O botao de salvar nao responde na tela de cadastro.,2025-05-20 18:35:50
BuzzMonitor,bruno.pereira,Existe modo escuro? Preciso de retorno urgente.,2025-05-20 18:40:27
BOT,juliana.correa,A autenticacao em dois fatores nao funciona.,2025-05-20 19:31:22
NPS,ana.ferreira,Como gero um token de API?,2025-05-21 09:09:42
BuzzMonitor,leonardo.souza,Nao consegui importar meus dados iniciais.,2025-05-21 11:29:53
NPS,juliana.elias,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-05-21 11:50:34
NPS,juliana.teixeira,Parece que um usuario acessou dados que nao deveria.,2025-05-21 14:03:05
BuzzMonitor,bruno.nascimento,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-05-21 15:29:17
CSAT,joao.araujo,"A navegacao esta confusa, nao acho as configuracoes.",2025-05-21 15:50:13
CSAT,camila.martins,"Evoluiram muito no ultimo trimestre, parabens.",2025-05-21 20:28:44
CSAT,fernanda.teixeira,"Muito bom ter 2FA, aumentou a seguranca.",2025-05-21 23:13:33
CSAT,beatriz.martins,Fiquei perdido na configuracao inicial.,2025-05-22 00:56:29
NPS,isabela.dias,"Gostei do layout, ficou facil achar as funcoes.",2025-05-22 01:02:00
CSAT,isabela.carvalho,O menu mudou e agora ficou pior de usar.,2025-05-23 01:20:51
BOT,joao.carvalho,O menu mudou e agora ficou pior de usar.,2025-05-23 02:02:21
NPS,bruno.silva,"Faltam campos no cadastro, isso atrapalha.",2025-05-23 10:30:57
BOT,camila.lima,Preciso de auditoria e não encontro logs completos. Preciso de retorno urgente.,2025-05-23 17:21:36
NPS,joao.mendes,"A importacao esta levando horas, ficou impraticavel.",2025-05-23 19:05:54
BOT,camila.teixeira,Quando tento exportar CSV ele vem vazio.,2025-05-23 19:17:35
CSAT,vitor.mendes,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-05-24 00:12:30
BuzzMonitor,ana.ribeiro,"Adorei as novas funcionalidades, muito util. Preciso de retorno urgente.",2025-05-24 01:17:19
BuzzMonitor,leonardo.araujo,Preciso de auditoria e nao encontro logs completos.,2025-05-24 01:20:37
BuzzMonitor,camila.teixeira,Onde encontro a base de conhecimento? Preciso de retorno urgente.,2025-05-24 03:24:05
NPS,mario.rocha,A integracao com o ERP nao esta sincronizando.,2025-05-24 13:18:02
BuzzMonitor,beatriz.nascimento,"Nao carrega a tela inicial, fica em loading infinito.",2025-05-24 21:58:15
BOT,joao.araujo,"A performance melhorou muito, ta voando.",2025-05-25 05:19:12
BOT,mariana.silva,No geral estou bem satisfeito com a plataforma.,2025-05-25 08:31:57
BuzzMonitor,fernanda.dias,Sinto falta de um relatorio mais completo.,2025-05-25 20:50:04
BuzzMonitor,camila.pereira,"Gostei do conector com o ERP, poupou tempo.",2025-05-25 21:33:25
BuzzMonitor,fernanda.oliveira,Estou recebendo erro 500 ao tentar salvar. Preciso de retorno urgente.,2025-05-25 22:19:41
BuzzMonitor,leonardo.araujo,Como configuro 2FA para todos os usuarios?,2025-05-25 23:25:49
BOT,fernanda.araujo,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-05-26 05:07:46
BuzzMonitor,isabela.rocha,"Gostei do controle de permissoes, bem completo.",2025-05-26 16:37:20
NPS,mario.dias,A disponibilidade melhorou bastante essa semana.,2025-05-26 17:37:27
BuzzMonitor,vitor.pereira,As mensagens de erro nao explicam o que fazer.,2025-05-27 03:38:18
BOT,thiago.barbosa,Parece que um usuario acessou dados que nao deveria. Preciso de retorno urgente.,2025-05-27 05:48:44
CSAT,thiago.carvalho,"A fatura veio com reajuste sem aviso, podem verificar?",2025-05-27 11:07:22
BOT,beatriz.barbosa,Consigo abrir um chamado para esse comportamento?,2025-05-27 11:44:32
BuzzMonitor,rafael.lima,Preciso de auditoria e nao encontro logs completos.,2025-05-27 20:02:05
BuzzMonitor,rafael.rocha,"A fatura veio com reajuste sem aviso, podem verificar? Preciso de retorno urgente.",2025-05-28 01:06:33
CSAT,isabela.oliveira,Acho que a comunicacao de mudancas poderia melhorar. Preciso de retorno urgente.,2025-05-28 04:57:21
BOT,juliana.elias,A experiencia poderia ser melhor em dispositivos moveis.,2025-05-28 07:06:46
BuzzMonitor,leonardo.souza,Quando tento exportar CSV ele vem vazio.,2025-05-28 08:01:38
BOT,patricia.elias,O sistema duplica registros ao importar. Preciso de retorno urgente. Ticket 37339.,2025-05-28 17:44:21
BuzzMonitor,isabela.nascimento,Ficou travando e desconectando toda hora.,2025-05-28 18:14:16
NPS,patricia.almeida,"Evoluiram muito no ultimo trimestre, parabens.",2025-05-28 20:23:32
BuzzMonitor,beatriz.oliveira,Como faço para salvar filtros como favoritos?,2025-05-28 23:50:20
CSAT,fernanda.dias,Parabens pelas melhorias de seguranca. Preciso de retorno urgente.,2025-05-29 00:37:07
CSAT,isabela.barbosa,A integracao suporta ambientes de teste?,2025-05-29 01:53:24
CSAT,patricia.dias,A exportacao para contabilidade funcionou de primeira.,2025-05-29 12:45:41
BuzzMonitor,thiago.correa,As telas estao com lentidao em horario comercial.,2025-05-30 02:45:55
BuzzMonitor,patricia.correa,O reset de senha falha e nao chega email.,2025-05-30 03:35:58
NPS,gustavo.barbosa,Depois da ultima manutencao ficou bem mais estavel.,2025-05-30 04:47:09
CSAT,laura.dias,"Produto excelente, atende bem nossas necessidades.",2025-05-30 05:50:49
BuzzMonitor,beatriz.souza,"Evoluiram muito no ultimo trimestre, parabens. Ticket 60146.",2025-05-30 09:19:16
CSAT,thiago.teixeira,O botao de salvar nao responde na tela de cadastro. Ticket 49707.,2025-05-30 11:32:27
NPS,mario.araujo,"A performance melhorou muito, ta voando.",2025-05-31 18:04:55
BuzzMonitor,diego.rocha,"Faltam campos no cadastro, isso atrapalha.",2025-05-31 18:59:04
BuzzMonitor,bruno.barbosa,Os logs de auditoria ajudaram bastante.,2025-05-31 20:37:58
BuzzMonitor,camila.pereira,Quando tento exportar CSV ele vem vazio. Preciso de retorno urgente.,2025-06-01 01:40:35
BOT,lucas.teixeira,Parece que um usuario acessou dados que nao deveria.,2025-06-01 01:59:23
CSAT,diego.mendes,A documentacao e bem completa.,2025-06-01 11:39:02
NPS,lucas.barbosa,No geral estou bem satisfeito com a plataforma.,2025-06-01 16:49:38
NPS,diego.correa,Os tutoriais nao cobrem o que eu preciso.,2025-06-01 16:59:34
CSAT,joao.silva,O onboarding foi excelente e bem guiado.,2025-06-01 19:07:04
NPS,isabela.barbosa,Tem SSO com Azure AD?,2025-06-01 20:37:42
NPS,fernanda.rocha,A plataforma caiu agora e não consigo acessar.,2025-06-02 02:41:24
BuzzMonitor,patricia.almeida,"Gostei do controle de permissoes, bem completo.",2025-06-02 14:47:51
CSAT,gustavo.teixeira,A ferramenta esta ajudando muito nosso dia a dia.,2025-06-02 18:45:07
BuzzMonitor,patricia.ferreira,"O sistema esta fora do ar desde cedo, precisamos de retorno. Preciso de retorno urgente.",2025-06-02 20:45:52
BuzzMonitor,patricia.elias,O bloqueio por IP facilitou nossa politica interna. Preciso de retorno urgente.,2025-06-03 01:06:27
CSAT,juliana.martins,Vocês tem exemplo de payload para webhooks?,2025-06-03 06:12:26
BuzzMonitor,patricia.nascimento,O onboarding foi excelente e bem guiado. Preciso de retorno urgente.,2025-06-03 06:50:27
BuzzMonitor,gustavo.martins,"Atendimento excelente, resolveram em minutos.",2025-06-03 07:55:11
NPS,gustavo.ribeiro,A tela nao e intuitiva e acaba atrapalhando.,2025-06-03 13:59:10
CSAT,thiago.araujo,A tela nao e intuitiva e acaba atrapalhando.,2025-06-03 16:59:29
BOT,vitor.correa,As mensagens de erro nao explicam o que fazer. Ticket 96275.,2025-06-03 17:10:36
CSAT,laura.silva,Tem como trocar a forma de pagamento para cartao? Preciso de retorno urgente.,2025-06-03 21:15:57
NPS,laura.carvalho,"Estou vendo lentidao em alguns horarios, e esperado?",2025-06-04 03:19:47
BuzzMonitor,rafael.elias,A autenticacao em dois fatores nao funciona. Preciso de retorno urgente.,2025-06-04 04:07:24
NPS,vitor.teixeira,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-06-04 04:58:17
BOT,joao.silva,Gostaria de entender o roadmap de funcionalidades.,2025-06-04 08:52:18
CSAT,leonardo.teixeira,"As dicas na tela ajudam bastante, parabens.",2025-06-04 17:22:29
CSAT,vitor.silva,"As dicas na tela ajudam bastante, parabens.",2025-06-04 20:05:08
NPS,thiago.oliveira,A experiencia poderia ser melhor em dispositivos moveis.,2025-06-04 20:34:15
CSAT,laura.dias,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-06-04 22:52:39
NPS,laura.dias,Qual foi a causa da indisponibilidade de ontem?,2025-06-05 08:49:25
BuzzMonitor,patricia.mendes,O atendimento foi rude e nao ajudou. Preciso de retorno urgente. Ticket 65052.,2025-06-05 11:08:39
BuzzMonitor,carla.pereira,Recebi alerta de login suspeito e nao consegui bloquear.,2025-06-05 15:09:49
BuzzMonitor,leonardo.souza,O sistema duplica registros ao importar.,2025-06-05 16:10:59
CSAT,bruno.teixeira,Fiquei perdido na configuracao inicial.,2025-06-05 16:24:20
NPS,carla.correa,Fui transferido varias vezes e nao resolveram.,2025-06-05 18:40:36
BuzzMonitor,thiago.oliveira,Existe cache para relatorios?,2025-06-05 22:47:02
NPS,carla.nascimento,"Faltam campos no cadastro, isso atrapalha. Ticket 15798.",2025-06-06 05:23:05
NPS,camila.martins,Como gero um token de API?,2025-06-06 11:59:22
BuzzMonitor,joao.souza,Quero falar com um especialista em integracoes.,2025-06-06 12:14:23
BuzzMonitor,isabela.correa,Parece que um usuario acessou dados que nao deveria.,2025-06-06 18:17:19
CSAT,ana.araujo,Estou recebendo erro 500 ao tentar salvar. Preciso de retorno urgente.,2025-06-06 19:27:39
BOT,diego.oliveira,A experiencia poderia ser melhor em dispositivos moveis.,2025-06-06 20:58:32
BuzzMonitor,ana.almeida,Onde vejo o log de auditoria?,2025-06-06 21:29:49
BOT,ana.correa,"Obrigado por corrigirem o bug da exportacao, agora funciona.",2025-06-07 11:07:36
CSAT,rafael.elias,"Obrigada pela paciencia, problema resolvido.",2025-06-07 13:56:35
BuzzMonitor,laura.martins,"Muito bom ter 2FA, aumentou a seguranca.",2025-06-07 20:11:04
BuzzMonitor,fernanda.oliveira,A experiencia de uso evoluiu muito.,2025-06-08 01:31:49
NPS,gustavo.carvalho,Parece que um usuario acessou dados que nao deveria.,2025-06-08 02:50:18
CSAT,gustavo.gomes,Os tutoriais nao cobrem o que eu preciso.,2025-06-08 03:05:20
CSAT,rafael.pereira,O fluxo de cadastro esta muito melhor.,2025-06-08 03:19:58
CSAT,rafael.almeida,Quando tento exportar CSV ele vem vazio.,2025-06-08 11:14:50
CSAT,gustavo.araujo,O bloqueio por IP facilitou nossa politica interna.,2025-06-08 18:00:24
BOT,leonardo.almeida,Como configuro 2FA para todos os usuarios?,2025-06-08 18:42:44
CSAT,fernanda.nascimento,A integracao com o CRM funcionou sem dor de cabeca. Preciso de retorno urgente.,2025-06-08 22:45:53
NPS,diego.barbosa,Consigo abrir um chamado para esse comportamento?,2025-06-09 08:12:55
CSAT,laura.souza,Tem alguma pagina de status para acompanhar?,2025-06-09 12:53:16
NPS,bruno.teixeira,Acho que a comunicacao de mudancas poderia melhorar.,2025-06-09 13:00:50
CSAT,mariana.barbosa,"A navegacao esta confusa, nao acho as configuracoes. Ticket 62879.",2025-06-10 03:16:25
NPS,carla.rocha,"Gostei do layout, ficou facil achar as funcoes.",2025-06-10 12:10:42
CSAT,carla.ferreira,Recebi alerta de login suspeito e nao consegui bloquear.,2025-06-10 13:33:28
NPS,diego.rocha,O atendente nao entendeu o problema e encerrou o ticket.,2025-06-11 03:05:12
CSAT,beatriz.barbosa,"Muito bom ter 2FA, aumentou a seguranca.",2025-06-11 09:45:49
BuzzMonitor,lucas.elias,Acho que a comunicacao de mudancas poderia melhorar.,2025-06-11 11:43:29
CSAT,bruno.rocha,Onde encontro a base de conhecimento? Preciso de retorno urgente.,2025-06-11 15:01:22
BuzzMonitor,mariana.souza,"Comecei a usar rapido, processo muito bom. Ticket 19275.",2025-06-11 15:38:22
NPS,thiago.dias,As mensagens de erro nao explicam o que fazer. Preciso de retorno urgente.,2025-06-11 16:18:42
CSAT,juliana.ribeiro,Como abro um chamado para suporte tecnico?,2025-06-11 18:08:04
CSAT,juliana.nascimento,Os logs de auditoria ajudaram bastante.,2025-06-12 01:40:16
BuzzMonitor,gustavo.ferreira,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-06-12 05:07:59
CSAT,carla.ribeiro,O suporte demorou muito para responder meu chamado.,2025-06-12 10:16:15
NPS,laura.nascimento,Tem SSO com Azure AD? Preciso de retorno urgente.,2025-06-12 10:32:58
NPS,rafael.gomes,As mensagens de erro nao explicam o que fazer.,2025-06-12 23:45:41
NPS,joao.dias,A API esta retornando 401 mesmo com token valido.,2025-06-13 04:01:17
BuzzMonitor,isabela.ribeiro,Qual o limite de requisicoes por minuto na API?,2025-06-13 13:18:55
CSAT,laura.carvalho,Tem boas praticas para melhorar performance?,2025-06-13 19:36:52
BuzzMonitor,patricia.teixeira,A disponibilidade melhorou bastante essa semana.,2025-06-13 23:42:14
CSAT,camila.mendes,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-06-14 05:54:12
BuzzMonitor,patricia.almeida,O sistema duplica registros ao importar.,2025-06-14 11:52:47
CSAT,rafael.araujo,"A busca ficou instantanea, parabens.",2025-06-14 12:00:44
NPS,patricia.martins,"Gostei do conector com o ERP, poupou tempo.",2025-06-14 23:43:48
CSAT,ana.gomes,O boleto nao foi gerado e estou com pagamento em atraso por causa disso.,2025-06-15 01:30:00
CSAT,ana.nascimento,Tem alguma previsao para corrigir a exportacao?,2025-06-15 03:33:59
BuzzMonitor,gustavo.araujo,"Gostei do layout, ficou facil achar as funcoes.",2025-06-15 11:33:42
BuzzMonitor,juliana.almeida,"Boa, o erro de sincronizacao sumiu. Preciso de retorno urgente.",2025-06-15 13:25:54
CSAT,lucas.elias,"A performance melhorou muito, ta voando.",2025-06-15 15:17:31
CSAT,vitor.dias,"A API esta bem documentada, consegui integrar rapido.",2025-06-15 15:25:01
BuzzMonitor,rafael.correa,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-06-16 01:02:50
CSAT,carla.ribeiro,O cancelamento foi cobrado mesmo depois de eu solicitar.,2025-06-16 06:48:22
BOT,laura.carvalho,Nao consegui importar meus dados iniciais.,2025-06-16 08:06:51
BOT,joao.barbosa,Tem como trocar a forma de pagamento para cartao?,2025-06-16 13:40:08
CSAT,fernanda.dias,A integracao com o ERP nao esta sincronizando.,2025-06-16 19:43:21
BuzzMonitor,vitor.elias,Existe controle de permissao por modulo? Preciso de retorno urgente.,2025-06-16 21:16:05
BuzzMonitor,mario.pereira,A experiencia de uso evoluiu muito.,2025-06-17 05:38:02
