origem,usuario,mensagem,data,sentimentalidade,categoria
CSAT,beatriz.martins,A integracao com o gateway de pagamento caiu.,2025-04-28 08:11:46,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,vitor.gomes,"A equipe acompanhou a implantacao, foi tranquilo.",2025-04-28 08:16:45,NEUTRA,FEEDBACK GERAL
NPS,thiago.nascimento,A tela não e intuitiva e acaba atrapalhando.,2025-04-28 14:29:27,NEUTRA,FEEDBACK GERAL
BuzzMonitor,carla.mendes,Consigo abrir um chamado para esse comportamento?,2025-04-28 14:50:14,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,diego.souza,Parabens pelas melhorias de seguranca. Preciso de retorno urgente.,2025-04-29 00:38:24,NEGATIVA,FEATURE REQUEST
CSAT,juliana.ribeiro,O menu mudou e agora ficou pior de usar.,2025-04-29 04:11:17,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.nascimento,Ficou travando e desconectando toda hora.,2025-04-29 04:48:36,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,patricia.martins,Nao consigo atualizar meus dados de pagamento no sistema.,2025-04-29 07:37:06,NEUTRA,FINANCEIRO
BOT,patricia.correa,A tela nao e intuitiva e acaba atrapalhando.,2025-04-29 08:23:43,NEUTRA,FEEDBACK GERAL
NPS,mariana.martins,Hoje o sistema esta super rapido e sem quedas.,2025-04-29 10:14:21,POSITIVA,API/AUTENTICACAO
BOT,lucas.barbosa,Importacao muito mais eficiente agora. Preciso de retorno urgente.,2025-04-29 16:08:12,NEGATIVA,FEEDBACK GERAL
NPS,patricia.almeida,Quando tento exportar CSV ele vem vazio. Ticket 60430.,2025-04-29 22:35:10,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,carla.teixeira,Posso enviar logs para ajudar a investigar? Preciso de retorno urgente.,2025-04-30 03:31:45,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,laura.oliveira,"A importacao esta levando horas, ficou impraticavel.",2025-04-30 04:30:21,NEUTRA,FEEDBACK GERAL
NPS,gustavo.ferreira,A disponibilidade melhorou bastante essa semana.,2025-04-30 15:32:03,NEUTRA,FEEDBACK GERAL
CSAT,bruno.teixeira,A experiencia poderia ser melhor em dispositivos moveis.,2025-04-30 17:10:33,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.correa,A documentacao e bem completa.,2025-04-30 17:23:27,NEUTRA,TREINAMENTO/ONBOARDING
BOT,juliana.araujo,Tem trilha de treinamento para novos usuarios?,2025-04-30 22:40:40,NEUTRA,TREINAMENTO/ONBOARDING
CSAT,lucas.correa,Tem alguma previsao para corrigir a exportacao? Ticket 21848.,2025-05-01 02:38:17,NEUTRA,SUPORTE/ATENDIMENTO
NPS,thiago.rocha,O filtro nao funciona e retorna resultados errados.,2025-05-01 04:55:10,NEGATIVA,FEEDBACK GERAL
CSAT,rafael.nascimento,Depois do patch nao ocorre mais duplicacao na importacao. Preciso de retorno urgente.,2025-05-01 11:34:09,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,leonardo.silva,A integracao com o ERP nao esta sincronizando.,2025-05-01 15:54:47,NEUTRA,FEEDBACK GERAL
BOT,lucas.barbosa,O botao de salvar não responde na tela de cadastro.,2025-05-01 20:13:36,NEUTRA,FEEDBACK GERAL
NPS,gustavo.dias,Preciso de auditoria e nao encontro logs completos. Preciso de retorno urgente.,2025-05-01 22:44:46,NEGATIVA,FEEDBACK GERAL
CSAT,mario.souza,"Gostei do controle de permissoes, bem completo.",2025-05-02 00:40:14,NEUTRA,FEEDBACK GERAL
CSAT,ana.souza,O menu mudou e agora ficou pior de usar. Preciso de retorno urgente.,2025-05-02 04:06:54,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,beatriz.souza,O reset de senha falha e nao chega email.,2025-05-02 06:16:53,NEGATIVA,BUGS
CSAT,mariana.barbosa,"Estou vendo lentidao em alguns horarios, e esperado?",2025-05-02 12:38:40,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.elias,Fui transferido varias vezes e nao resolveram.,2025-05-02 13:31:19,NEUTRA,FEEDBACK GERAL
CSAT,gustavo.nascimento,Depois do patch nao ocorre mais duplicacao na importacao.,2025-05-02 15:06:09,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.dias,Os tutoriais ajudaram muito a comecar.,2025-05-02 19:23:13,NEUTRA,FEEDBACK GERAL
BuzzMonitor,isabela.lima,"Faltam campos no cadastro, isso atrapalha.",2025-05-02 21:48:16,NEUTRA,FEEDBACK GERAL
BOT,fernanda.oliveira,A integracao com o gateway de pagamento caiu.,2025-05-03 01:18:16,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,lucas.almeida,"A tela de cadastro ficou redonda, sem bugs.",2025-05-03 01:27:06,NEGATIVA,BUGS
CSAT,leonardo.ferreira,Onde eu reporto um bug com print da tela?,2025-05-03 09:27:26,NEGATIVA,BUGS
NPS,diego.elias,Vocês tiveram alguma manutencao programada hoje?,2025-05-03 10:31:03,NEUTRA,FEEDBACK GERAL
CSAT,bruno.araujo,"A API esta bem documentada, consegui integrar rapido.",2025-05-03 14:25:52,POSITIVA,API/AUTENTICACAO
BOT,leonardo.correa,A documentacao e bem completa. Ticket 85550.,2025-05-03 15:56:12,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,patricia.rocha,O bloqueio por IP facilitou nossa politica interna. Ticket 70372.,2025-05-03 16:38:45,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,rafael.correa,"Boa, o erro de sincronizacao sumiu.",2025-05-03 21:54:25,NEUTRA,BUGS
BOT,camila.correa,Parabens pelas melhorias de seguranca.,2025-05-03 22:07:38,NEUTRA,FEATURE REQUEST
BuzzMonitor,mario.elias,Depois do patch nao ocorre mais duplicacao na importacao.,2025-05-04 07:02:37,NEUTRA,FEEDBACK GERAL
BOT,thiago.barbosa,A plataforma caiu agora e nao consigo acessar.,2025-05-04 07:19:35,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,thiago.ribeiro,O sistema duplica registros ao importar. Preciso de retorno urgente.,2025-05-04 18:39:24,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,beatriz.dias,As telas estao com lentidao em horario comercial.,2025-05-04 20:25:08,NEUTRA,FEEDBACK GERAL
CSAT,diego.ferreira,O menu mudou e agora ficou pior de usar. Preciso de retorno urgente.,2025-05-04 22:22:32,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,fernanda.ribeiro,"Gostei do controle de permissoes, bem completo.",2025-05-05 01:00:56,NEUTRA,FEEDBACK GERAL
BOT,juliana.correa,Ficou travando e desconectando toda hora. Preciso de retorno urgente.,2025-05-05 02:07:47,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,joao.barbosa,"Boa, o erro de sincronizacao sumiu.",2025-05-05 02:46:26,NEUTRA,BUGS
BuzzMonitor,mario.carvalho,Acho que a comunicacao de mudancas poderia melhorar.,2025-05-05 03:17:18,NEUTRA,FEEDBACK GERAL
CSAT,isabela.lima,"Parabens, a nota fiscal saiu certinha e bem rapido.",2025-05-05 06:45:50,POSITIVA,API/AUTENTICACAO
BOT,mariana.almeida,Preciso de um relatorio de cobranca do mes.,2025-05-05 14:42:34,NEUTRA,FINANCEIRO
CSAT,joao.dias,Ficou travando e desconectando toda hora.,2025-05-05 17:54:27,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,isabela.correa,Onde eu encontro o historico de faturas?,2025-05-05 19:42:57,NEUTRA,FINANCEIRO
BuzzMonitor,lucas.carvalho,"Gostei do conector com o ERP, poupou tempo. Ticket 23673.",2025-05-05 20:43:56,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,carla.mendes,A exportacao para contabilidade funcionou de primeira.,2025-05-05 21:40:08,POSITIVA,FEEDBACK GERAL
BOT,fernanda.correa,A correcao do filtro resolveu meu problema. Preciso de retorno urgente.,2025-05-05 23:48:04,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,vitor.dias,A disponibilidade melhorou bastante essa semana.,2025-05-06 02:17:59,NEUTRA,FEEDBACK GERAL
BOT,patricia.nascimento,Depois da ultima manutencao ficou bem mais estavel.,2025-05-06 09:15:51,NEUTRA,FEEDBACK GERAL
NPS,joao.teixeira,Qual o limite de requisicoes por minuto na API?,2025-05-06 09:19:16,NEUTRA,API/AUTENTICACAO
CSAT,leonardo.mendes,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-05-06 17:42:45,NEGATIVA,INSTABILIDADE NA PLATAFORMA
CSAT,fernanda.almeida,Seria bom ter mais opcoes de personalizacao. Preciso de retorno urgente.,2025-05-06 17:46:07,NEUTRA,FEATURE REQUEST
CSAT,juliana.correa,Quando tento exportar CSV ele vem vazio.,2025-05-06 23:19:36,NEUTRA,FEEDBACK GERAL
BuzzMonitor,isabela.oliveira,As telas estao com lentidao em horario comercial. Preciso de retorno urgente.,2025-05-07 00:59:00,NEGATIVA,FEEDBACK GERAL
BOT,beatriz.souza,A documentacao e bem completa.,2025-05-07 02:20:57,NEUTRA,TREINAMENTO/ONBOARDING
BuzzMonitor,thiago.correa,Tem atalho para acessar relatorios mais rapido?,2025-05-07 02:33:49,POSITIVA,API/AUTENTICACAO
BOT,rafael.nascimento,A experiencia poderia ser melhor em dispositivos moveis.,2025-05-07 04:25:53,NEUTRA,FEEDBACK GERAL
NPS,laura.rocha,Hoje o sistema esta super rapido e sem quedas.,2025-05-07 06:56:52,POSITIVA,API/AUTENTICACAO
NPS,patricia.correa,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-05-07 16:24:36,NEGATIVA,FEEDBACK GERAL
BOT,juliana.ferreira,O webhooks estao falhando e nao recebo eventos.,2025-05-07 20:18:44,NEGATIVA,BUGS
NPS,juliana.silva,"Comecei a usar rapido, processo muito bom.",2025-05-08 06:12:16,POSITIVA,API/AUTENTICACAO
NPS,patricia.souza,As telas estao com lentidao em horario comercial. Ticket 47375.,2025-05-08 06:53:14,NEUTRA,SUPORTE/ATENDIMENTO
BOT,juliana.almeida,O atendimento foi rude e nao ajudou. Preciso de retorno urgente.,2025-05-08 12:24:26,NEGATIVA,SUPORTE/ATENDIMENTO
CSAT,patricia.lima,"Produto excelente, atende bem nossas necessidades. Ticket 50683.",2025-05-08 13:23:25,POSITIVA,SUPORTE/ATENDIMENTO
BuzzMonitor,thiago.gomes,"Nao tive mais desconexoes, otimo trabalho.",2025-05-08 14:23:49,POSITIVA,FEEDBACK GERAL
CSAT,isabela.ferreira,Onde eu reporto um bug com print da tela?,2025-05-08 16:24:12,NEGATIVA,BUGS
BuzzMonitor,leonardo.ribeiro,Tem como trocar a forma de pagamento para cartao?,2025-05-08 23:18:11,NEUTRA,FINANCEIRO
CSAT,mariana.ferreira,"Estou com problema na cobranca, veio valor duplicado na fatura.",2025-05-09 00:19:49,NEGATIVA,FINANCEIRO
BOT,isabela.correa,Recebi alerta de login suspeito e nao consegui bloquear.,2025-05-09 05:14:24,NEUTRA,FEEDBACK GERAL
CSAT,diego.ribeiro,O menu mudou e agora ficou pior de usar.,2025-05-09 06:12:07,NEUTRA,FEEDBACK GERAL
CSAT,patricia.mendes,O atendimento foi rude e nao ajudou.,2025-05-09 09:24:50,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,bruno.araujo,O suporte demorou muito para responder meu chamado. Preciso de retorno urgente.,2025-05-09 12:23:45,NEGATIVA,SUPORTE/ATENDIMENTO
NPS,bruno.barbosa,Onde encontro a opcao para personalizar colunas? Preciso de retorno urgente.,2025-05-09 15:45:33,NEGATIVA,FEEDBACK GERAL
BOT,ana.almeida,A plataforma caiu agora e nao consigo acessar. Preciso de retorno urgente.,2025-05-09 17:53:03,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,leonardo.carvalho,Onde encontro a base de conhecimento?,2025-05-09 19:50:52,NEUTRA,FEEDBACK GERAL
BOT,vitor.pereira,Qual versao contem a correcao do problema?,2025-05-09 22:24:53,NEGATIVA,FEEDBACK GERAL
NPS,juliana.elias,A integracao com o gateway de pagamento caiu. Preciso de retorno urgente.,2025-05-10 11:53:00,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BOT,isabela.almeida,Preciso de auditoria e nao encontro logs completos. Preciso de retorno urgente.,2025-05-10 12:36:25,NEGATIVA,FEEDBACK GERAL
CSAT,thiago.lima,Seria bom ter mais opcoes de personalizacao.,2025-05-10 22:17:25,POSITIVA,FEATURE REQUEST
CSAT,beatriz.barbosa,Preciso de auditoria e não encontro logs completos.,2025-05-10 22:46:05,NEUTRA,FEEDBACK GERAL
CSAT,ana.ferreira,"Obrigada por resolverem a instabilidade, melhorou muito.",2025-05-10 23:44:47,POSITIVA,FEEDBACK GERAL
BuzzMonitor,camila.souza,Os webhooks estao super estaveis agora. Preciso de retorno urgente.,2025-05-11 02:17:37,NEGATIVA,FEEDBACK GERAL
NPS,diego.ferreira,Quero entender como funciona o calculo de impostos.,2025-05-11 02:24:43,NEUTRA,FEEDBACK GERAL
BOT,leonardo.nascimento,O sistema duplica registros ao importar.,2025-05-11 04:13:35,NEUTRA,FEEDBACK GERAL
BOT,leonardo.mendes,"O processo de pagamento ficou mais simples, ajudou muito.",2025-05-11 10:19:33,NEUTRA,FINANCEIRO
NPS,beatriz.silva,Os logs de auditoria ajudaram bastante.,2025-05-11 13:46:53,NEUTRA,FEEDBACK GERAL
CSAT,patricia.teixeira,"Comecei a usar rapido, processo muito bom.",2025-05-11 14:23:26,POSITIVA,API/AUTENTICACAO
BOT,laura.ferreira,O sistema duplica registros ao importar.,2025-05-11 15:13:40,NEUTRA,FEEDBACK GERAL
BuzzMonitor,joao.martins,"Relatorios agora carregam rapido, excelente.",2025-05-11 15:26:37,POSITIVA,API/AUTENTICACAO
BOT,juliana.oliveira,A conciliacao bancaria ficou bem melhor nessa versao. Preciso de retorno urgente.,2025-05-11 22:09:17,NEGATIVA,FEEDBACK GERAL
NPS,fernanda.mendes,A integracao gera erro ao sincronizar e para no meio.,2025-05-12 00:12:31,NEGATIVA,BUGS
BuzzMonitor,beatriz.mendes,Preciso de auditoria e não encontro logs completos.,2025-05-12 03:45:55,NEUTRA,FEEDBACK GERAL
NPS,leonardo.almeida,Importacao muito mais eficiente agora.,2025-05-12 12:31:03,NEUTRA,FEEDBACK GERAL
CSAT,thiago.barbosa,"Nao carrega a tela inicial, fica em loading infinito. Ticket 13049.",2025-05-13 00:37:29,NEUTRA,SUPORTE/ATENDIMENTO
NPS,joao.barbosa,Recebi alerta de login suspeito e nao consegui bloquear.,2025-05-13 02:06:35,NEUTRA,FEEDBACK GERAL
NPS,bruno.araujo,Onde vejo o log de auditoria?,2025-05-13 07:38:12,NEUTRA,FEEDBACK GERAL
CSAT,bruno.almeida,Nao consigo atualizar meus dados de pagamento no sistema. Ticket 72084.,2025-05-13 13:20:01,NEUTRA,SUPORTE/ATENDIMENTO
CSAT,ana.araujo,Preciso de um relatorio de cobranca do mes. Ticket 30016.,2025-05-13 13:35:21,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,isabela.ribeiro,Os dados do CRM estao vindo incompletos na integracao.,2025-05-13 15:40:47,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.rocha,"A performance melhorou muito, ta voando.",2025-05-13 18:51:31,NEUTRA,FEEDBACK GERAL
NPS,fernanda.lima,"Estou vendo lentidao em alguns horarios, e esperado?",2025-05-13 23:41:41,NEUTRA,FEEDBACK GERAL
BOT,leonardo.pereira,Os dados do CRM estao vindo incompletos na integracao.,2025-05-14 03:40:32,NEUTRA,FEEDBACK GERAL
CSAT,thiago.carvalho,Qual foi a causa da indisponibilidade de ontem?,2025-05-14 04:31:42,NEUTRA,FEEDBACK GERAL
CSAT,rafael.mendes,As telas estao com lentidao em horario comercial.,2025-05-14 05:42:48,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mariana.barbosa,"A fatura veio com reajuste sem aviso, podem verificar?",2025-05-14 10:43:47,NEUTRA,FINANCEIRO
CSAT,rafael.oliveira,O bloqueio por IP facilitou nossa politica interna.,2025-05-14 16:18:09,NEUTRA,FEEDBACK GERAL
BuzzMonitor,thiago.carvalho,Qual o prazo para emitir nota fiscal?,2025-05-15 00:25:52,NEUTRA,FINANCEIRO
BOT,isabela.ferreira,Tem SSO com Azure AD?,2025-05-15 02:22:09,NEUTRA,FEEDBACK GERAL
BuzzMonitor,mario.silva,O onboarding foi confuso e faltou treinamento. Preciso de retorno urgente.,2025-05-15 02:54:55,NEUTRA,FINANCEIRO
NPS,carla.rocha,O fluxo de cadastro esta muito melhor.,2025-05-16 06:23:38,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.silva,A API esta retornando 401 mesmo com token valido.,2025-05-16 10:09:17,NEGATIVA,API/AUTENTICACAO
NPS,joao.silva,Quero entender como funciona o calculo de impostos. Preciso de retorno urgente.,2025-05-16 16:28:18,NEGATIVA,FEEDBACK GERAL
NPS,fernanda.araujo,"Nao carrega a tela inicial, fica em loading infinito.",2025-05-16 16:40:17,NEUTRA,FINANCEIRO
NPS,fernanda.souza,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-05-17 02:43:16,NEGATIVA,FEEDBACK GERAL
BOT,thiago.elias,"As dicas na tela ajudam bastante, parabens. Preciso de retorno urgente.",2025-05-17 10:04:00,NEGATIVA,FEEDBACK GERAL
NPS,patricia.pereira,Qual versao contem a correcao do problema?,2025-05-17 10:51:58,NEGATIVA,FEEDBACK GERAL
NPS,fernanda.elias,"Faltam campos no cadastro, isso atrapalha.",2025-05-17 11:27:08,NEUTRA,FEEDBACK GERAL
CSAT,mariana.nascimento,O onboarding foi confuso e faltou treinamento.,2025-05-17 12:11:20,POSITIVA,FINANCEIRO
CSAT,mario.elias,Depois da ultima manutencao ficou bem mais estavel.,2025-05-17 12:22:13,NEUTRA,FEEDBACK GERAL
NPS,camila.ferreira,A integracao com o ERP nao esta sincronizando.,2025-05-17 15:32:19,NEUTRA,FEEDBACK GERAL
NPS,mariana.araujo,A experiencia de uso evoluiu muito.,2025-05-17 16:44:14,NEUTRA,FEEDBACK GERAL
CSAT,isabela.barbosa,"A tela de cadastro ficou redonda, sem bugs.",2025-05-17 17:58:10,NEGATIVA,BUGS
BuzzMonitor,bruno.lima,Qual politica de retencao de logs?,2025-05-17 19:05:39,NEUTRA,FEEDBACK GERAL
BuzzMonitor,beatriz.souza,Os webhooks estao super estaveis agora. Preciso de retorno urgente.,2025-05-18 07:12:44,NEGATIVA,FEEDBACK GERAL
BOT,bruno.almeida,"O processo de pagamento ficou mais simples, ajudou muito.",2025-05-18 18:09:14,NEUTRA,FINANCEIRO
CSAT,juliana.almeida,Os webhooks estao super estaveis agora.,2025-05-18 23:21:46,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.ribeiro,O cancelamento foi cobrado mesmo depois de eu solicitar. Preciso de retorno urgente.,2025-05-19 15:53:24,NEGATIVA,FEEDBACK GERAL
NPS,diego.correa,Sinto falta de um relatorio mais completo.,2025-05-20 02:52:40,NEUTRA,FEEDBACK GERAL
BuzzMonitor,juliana.souza,Recebi alerta de login suspeito e nao consegui bloquear.,2025-05-20 04:34:59,NEUTRA,FEEDBACK GERAL
BOT,camila.correa,Importacao muito mais eficiente agora.,2025-05-20 06:23:02,NEUTRA,FEEDBACK GERAL
BOT,rafael.almeida,Existe cache para relatorios?,2025-05-20 12:19:44,NEUTRA,FEEDBACK GERAL
CSAT,beatriz.silva,As mensagens de erro não explicam o que fazer.,2025-05-20 12:24:09,NEGATIVA,BUGS
CSAT,rafael.nascimento,Qual o passo a passo recomendado para comecar?,2025-05-20 12:33:30,NEUTRA,FEEDBACK GERAL
CSAT,isabela.almeida,O botao de salvar nao responde na tela de cadastro.,2025-05-20 18:35:50,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.pereira,Existe modo escuro? Preciso de retorno urgente.,2025-05-20 18:40:27,NEGATIVA,FEEDBACK GERAL
BOT,juliana.correa,A autenticacao em dois fatores nao funciona.,2025-05-20 19:31:22,NEGATIVA,API/AUTENTICACAO
NPS,ana.ferreira,Como gero um token de API?,2025-05-21 09:09:42,NEUTRA,API/AUTENTICACAO
BuzzMonitor,leonardo.souza,Nao consegui importar meus dados iniciais.,2025-05-21 11:29:53,NEUTRA,FEEDBACK GERAL
NPS,juliana.elias,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-05-21 11:50:34,NEGATIVA,INSTABILIDADE NA PLATAFORMA
NPS,juliana.teixeira,Parece que um usuario acessou dados que nao deveria.,2025-05-21 14:03:05,NEUTRA,FEEDBACK GERAL
BuzzMonitor,bruno.nascimento,"A performance melhorou muito, ta voando. Preciso de retorno urgente.",2025-05-21 15:29:17,NEGATIVA,FEEDBACK GERAL
CSAT,joao.araujo,"A navegacao esta confusa, nao acho as configuracoes.",2025-05-21 15:50:13,NEUTRA,FINANCEIRO
CSAT,camila.martins,"Evoluiram muito no ultimo trimestre, parabens.",2025-05-21 20:28:44,NEUTRA,FEEDBACK GERAL
CSAT,fernanda.teixeira,"Muito bom ter 2FA, aumentou a seguranca.",2025-05-21 23:13:33,POSITIVA,FEEDBACK GERAL
CSAT,beatriz.martins,Fiquei perdido na configuracao inicial.,2025-05-22 00:56:29,NEUTRA,FINANCEIRO
NPS,isabela.dias,"Gostei do layout, ficou facil achar as funcoes.",2025-05-22 01:02:00,NEUTRA,FEEDBACK GERAL
CSAT,isabela.carvalho,O menu mudou e agora ficou pior de usar.,2025-05-23 01:20:51,NEUTRA,FEEDBACK GERAL
BOT,joao.carvalho,O menu mudou e agora ficou pior de usar.,2025-05-23 02:02:21,NEUTRA,FEEDBACK GERAL
NPS,bruno.silva,"Faltam campos no cadastro, isso atrapalha.",2025-05-23 10:30:57,NEUTRA,FEEDBACK GERAL
BOT,camila.lima,Preciso de auditoria e não encontro logs completos. Preciso de retorno urgente.,2025-05-23 17:21:36,NEGATIVA,FEEDBACK GERAL
NPS,joao.mendes,"A importacao esta levando horas, ficou impraticavel.",2025-05-23 19:05:54,NEUTRA,FEEDBACK GERAL
BOT,camila.teixeira,Quando tento exportar CSV ele vem vazio.,2025-05-23 19:17:35,NEUTRA,FEEDBACK GERAL
CSAT,vitor.mendes,"Preciso atualizar o responsavel do contrato, com quem falo?",2025-05-24 00:12:30,NEUTRA,FEEDBACK GERAL
BuzzMonitor,ana.ribeiro,"Adorei as novas funcionalidades, muito util. Preciso de retorno urgente.",2025-05-24 01:17:19,NEGATIVA,FEEDBACK GERAL
BuzzMonitor,leonardo.araujo,Preciso de auditoria e nao encontro logs completos.,2025-05-24 01:20:37,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.teixeira,Onde encontro a base de conhecimento? Preciso de retorno urgente.,2025-05-24 03:24:05,NEGATIVA,FEEDBACK GERAL
NPS,mario.rocha,A integracao com o ERP nao esta sincronizando.,2025-05-24 13:18:02,NEUTRA,FEEDBACK GERAL
BuzzMonitor,beatriz.nascimento,"Nao carrega a tela inicial, fica em loading infinito.",2025-05-24 21:58:15,NEUTRA,FINANCEIRO
BOT,joao.araujo,"A performance melhorou muito, ta voando.",2025-05-25 05:19:12,NEUTRA,FEEDBACK GERAL
BOT,mariana.silva,No geral estou bem satisfeito com a plataforma.,2025-05-25 08:31:57,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.dias,Sinto falta de um relatorio mais completo.,2025-05-25 20:50:04,NEUTRA,FEEDBACK GERAL
BuzzMonitor,camila.pereira,"Gostei do conector com o ERP, poupou tempo.",2025-05-25 21:33:25,NEUTRA,FEEDBACK GERAL
BuzzMonitor,fernanda.oliveira,Estou recebendo erro 500 ao tentar salvar. Preciso de retorno urgente.,2025-05-25 22:19:41,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,leonardo.araujo,Como configuro 2FA para todos os usuarios?,2025-05-25 23:25:49,NEUTRA,FINANCEIRO
BOT,fernanda.araujo,"O sistema esta fora do ar desde cedo, precisamos de retorno.",2025-05-26 05:07:46,NEGATIVA,INSTABILIDADE NA PLATAFORMA
BuzzMonitor,isabela.rocha,"Gostei do controle de permissoes, bem completo.",2025-05-26 16:37:20,NEUTRA,FEEDBACK GERAL
NPS,mario.dias,A disponibilidade melhorou bastante essa semana.,2025-05-26 17:37:27,NEUTRA,FEEDBACK GERAL
BuzzMonitor,vitor.pereira,As mensagens de erro nao explicam o que fazer.,2025-05-27 03:38:18,NEGATIVA,BUGS
BOT,thiago.barbosa,Parece que um usuario acessou dados que nao deveria. Preciso de retorno urgente.,2025-05-27 05:48:44,NEGATIVA,FEEDBACK GERAL
CSAT,thiago.carvalho,"A fatura veio com reajuste sem aviso, podem verificar?",2025-05-27 11:07:22,NEUTRA,FINANCEIRO
BOT,beatriz.barbosa,Consigo abrir um chamado para esse comportamento?,2025-05-27 11:44:32,NEUTRA,SUPORTE/ATENDIMENTO
BuzzMonitor,rafael.lima,Preciso de auditoria e nao encontro logs completos.,2025-05-27 20:02:05,NEUTRA,FEEDBACK GERAL
BuzzMonitor,rafael.rocha,"A fatura veio com reajuste sem aviso, podem verificar? Preciso de retorno urgente.",2025-05-28 01:06:33,NEGATIVA,FINANCEIRO
